[auto 2026-08-23T10:59:02-04:00] autopilot start: max 4 arms, then the eval battery
[auto 2026-08-23T10:59:02-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T02:23:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T02:28:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T02:33:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T02:38:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T02:43:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T02:48:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T02:53:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T02:58:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T03:03:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T03:08:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T03:13:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T03:18:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T03:23:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T03:28:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T03:33:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T03:38:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T03:43:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T03:48:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T03:53:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T03:58:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T04:03:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T04:08:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T04:13:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T04:18:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T04:23:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T04:28:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T04:33:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T04:38:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T04:43:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T04:48:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T04:53:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T04:58:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T05:03:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T05:08:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T05:13:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T05:18:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T05:23:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T05:28:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T05:33:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T05:38:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T05:43:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T05:48:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T05:53:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T05:58:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T06:03:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T06:08:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T06:13:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T06:18:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T06:23:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T06:28:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T06:33:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T06:38:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T06:43:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T06:48:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T06:53:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T06:58:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T07:03:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T07:08:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T07:13:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T07:18:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T07:23:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T07:28:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T07:33:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T07:38:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T07:43:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T07:48:05-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T07:53:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T07:58:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T08:03:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T08:08:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T08:13:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T08:18:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T08:23:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T08:28:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T08:33:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T08:38:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T08:43:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T08:48:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T08:53:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T08:58:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T09:03:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T09:08:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T09:13:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T09:18:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T09:23:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T09:28:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T09:33:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T09:38:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T09:43:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T09:48:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T09:53:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T09:58:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T10:03:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T10:08:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T10:13:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T10:18:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T10:23:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T10:28:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T10:33:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T10:38:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T10:43:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T10:48:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T10:53:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T10:58:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T11:03:06-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T11:08:06-04:00] reclaim: removed 8 intermediate files, 6 GB free
[auto 2026-08-25T11:08:06-04:00] FATAL: only 6 GB free after reclaim -- refusing to start an arm that will die mid-chunk
[auto 2026-08-25T13:55:07-04:00] autopilot start: max 2 arms, then the eval battery
[auto 2026-08-25T13:55:07-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T14:00:07-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T14:05:07-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T14:10:07-04:00] GPU busy (another chain or a model resident); waiting
[auto 2026-08-25T14:15:07-04:00] GPU busy (another chain or a model resident); waiting
